State,Year,LawName,Switching,Assaults_-16,Assaults_-15,Assaults_-14,Assaults_-13,Assaults_-12,Assaults_-11,Assaults_-10,Assaults_-9,Assaults_-8,Assaults_-7,Assaults_-6,Assaults_-5,Assaults_-4,Assaults_-3,Assaults_-2,Assaults_-1,Assaults_0,Assaults_1,Assaults_2,Assaults_3,Assaults_4,Assaults_5,Assaults_6,Assaults_7,Assaults_8,Assaults_9,Assaults_10,Assaults_11,Assaults_12,Assaults_13,Assaults_14,Assaults_15,Assaults_16
DE,2013,universalpermith,implemented,,,623,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,930,1054,,,,,,,,,,,,,
DE,2014,invoutpatient,implemented,,623,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,930,1054,,,,,,,,,,,,,,
DE,2016,threedaylimit,implemented,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,930,1054,,,,,,,,,,,,,,,,
FL,2001,immunity,removal,,,,,,,,,,,,,,,13607,12416,12720,12959,12862,13539,15057,15882,17244,16697,15015,13295,13153,13486,13613,15087,17099,17506,
FL,2004,ammrestrict,implemented,,,,,,,,,,,,13607,12416,12720,12959,12862,13539,15057,15882,17244,16697,15015,13295,13153,13486,13613,15087,17099,17506,,,,
FL,2005,nosyg,removal,,,,,,,,,,,13607,12416,12720,12959,12862,13539,15057,15882,17244,16697,15015,13295,13153,13486,13613,15087,17099,17506,,,,,
GA,2006,ccbackgroundnics,implemented,,,,,,,,,,3665,4784,4432,4648,4808,3601,4358,4831,6042,5476,5186,5160,5517,5856,5719,6433,7003,8329,,,,,,
GA,2006,nosyg,removal,,,,,,,,,,3665,4784,4432,4648,4808,3601,4358,4831,6042,5476,5186,5160,5517,5856,5719,6433,7003,8329,,,,,,
GA,2014,college,removal,,3665,4784,4432,4648,4808,3601,4358,4831,6042,5476,5186,5160,5517,5856,5719,6433,7003,8329,,,,,,,,,,,,,,
GA,2014,collegeconcealed,removal,,3665,4784,4432,4648,4808,3601,4358,4831,6042,5476,5186,5160,5517,5856,5719,6433,7003,8329,,,,,,,,,,,,,,
GA,2014,dealerh,removal,,3665,4784,4432,4648,4808,3601,4358,4831,6042,5476,5186,5160,5517,5856,5719,6433,7003,8329,,,,,,,,,,,,,,
GA,2014,elementary,removal,,3665,4784,4432,4648,4808,3601,4358,4831,6042,5476,5186,5160,5517,5856,5719,6433,7003,8329,,,,,,,,,,,,,,
GA,2014,recordsdealerh,removal,,3665,4784,4432,4648,4808,3601,4358,4831,6042,5476,5186,5160,5517,5856,5719,6433,7003,8329,,,,,,,,,,,,,,
HI,2000,dvrodating,implemented,,,,,,,,,,,,,,,,134,123,174,156,186,175,154,188,114,182,156,170,163,0,0,1,117,180
HI,2000,dvrosurrenderdating,implemented,,,,,,,,,,,,,,,,134,123,174,156,186,175,154,188,114,182,156,170,163,0,0,1,117,180
HI,2000,expartedating,implemented,,,,,,,,,,,,,,,,134,123,174,156,186,175,154,188,114,182,156,170,163,0,0,1,117,180
HI,2000,expartesurrenderdating,implemented,,,,,,,,,,,,,,,,134,123,174,156,186,175,154,188,114,182,156,170,163,0,0,1,117,180
HI,2000,mcdvremovalallowed,implemented,,,,,,,,,,,,,,,,134,123,174,156,186,175,154,188,114,182,156,170,163,0,0,1,117,180
HI,2000,relinquishment,implemented,,,,,,,,,,,,,,,,134,123,174,156,186,175,154,188,114,182,156,170,163,0,0,1,117,180
HI,2006,backgroundpurge,implemented,,,,,,,,,,134,123,174,156,186,175,154,188,114,182,156,170,163,0,0,1,117,180,,,,,,
HI,2006,ccbackground,implemented,,,,,,,,,,134,123,174,156,186,175,154,188,114,182,156,170,163,0,0,1,117,180,,,,,,
HI,2006,ccbackgroundnics,implemented,,,,,,,,,,134,123,174,156,186,175,154,188,114,182,156,170,163,0,0,1,117,180,,,,,,
HI,2006,ccrenewbackground,implemented,,,,,,,,,,134,123,174,156,186,175,154,188,114,182,156,170,163,0,0,1,117,180,,,,,,
HI,2006,statechecks,implemented,,,,,,,,,,134,123,174,156,186,175,154,188,114,182,156,170,163,0,0,1,117,180,,,,,,
HI,2006,statechecksh,implemented,,,,,,,,,,134,123,174,156,186,175,154,188,114,182,156,170,163,0,0,1,117,180,,,,,,
HI,2006,threedaylimit,implemented,,,,,,,,,,134,123,174,156,186,175,154,188,114,182,156,170,163,0,0,1,117,180,,,,,,
HI,2012,incidentremoval,implemented,,,,134,123,174,156,186,175,154,188,114,182,156,170,163,0,0,1,117,180,,,,,,,,,,,,
HI,2016,stalking,implemented,123,174,156,186,175,154,188,114,182,156,170,163,0,0,1,117,180,,,,,,,,,,,,,,,,
IA,2010,dvro,implemented,,,,,,504,479,478,557,445,547,601,447,575,588,508,566,589,649,550,751,820,920,,,,,,,,,,
IA,2010,dvrosurrender,implemented,,,,,,504,479,478,557,445,547,601,447,575,588,508,566,589,649,550,751,820,920,,,,,,,,,,
IA,2010,mcdv,implemented,,,,,,504,479,478,557,445,547,601,447,575,588,508,566,589,649,550,751,820,920,,,,,,,,,,
IA,2010,mcdvsurrender,implemented,,,,,,504,479,478,557,445,547,601,447,575,588,508,566,589,649,550,751,820,920,,,,,,,,,,
IA,2011,ccbackgroundnics,implemented,,,,,504,479,478,557,445,547,601,447,575,588,508,566,589,649,550,751,820,920,,,,,,,,,,,
IA,2011,ccrevoke,implemented,,,,,504,479,478,557,445,547,601,447,575,588,508,566,589,649,550,751,820,920,,,,,,,,,,,
IA,2011,mayissue,removal,,,,,504,479,478,557,445,547,601,447,575,588,508,566,589,649,550,751,820,920,,,,,,,,,,,
ID,2000,elementary,implemented,,,,,,,,,,,,,,,,510,624,624,592,460,517,412,480,468,355,401,361,350,398,396,376,483,613
ID,2008,preemptionbroad,removal,,,,,,,,510,624,624,592,460,517,412,480,468,355,401,361,350,398,396,376,483,613,,,,,,,,
ID,2008,preemptionnarrow,removal,,,,,,,,510,624,624,592,460,517,412,480,468,355,401,361,350,398,396,376,483,613,,,,,,,,
ID,2015,ccbackgroundnics,implemented,510,624,624,592,460,517,412,480,468,355,401,361,350,398,396,376,483,613,,,,,,,,,,,,,,,
ID,2016,ccbackground,removal,624,624,592,460,517,412,480,468,355,401,361,350,398,396,376,483,613,,,,,,,,,,,,,,,,
ID,2016,ccbackgroundnics,removal,624,624,592,460,517,412,480,468,355,401,361,350,398,396,376,483,613,,,,,,,,,,,,,,,,
ID,2016,ccrevoke,removal,624,624,592,460,517,412,480,468,355,401,361,350,398,396,376,483,613,,,,,,,,,,,,,,,,
ID,2016,permitconcealed,removal,624,624,592,460,517,412,480,468,355,401,361,350,398,396,376,483,613,,,,,,,,,,,,,,,,
IL,2000,cap14,implemented,,,,,,,,,,,,,,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955
IL,2000,capuses,implemented,,,,,,,,,,,,,,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955
IL,2000,traffickingprohibited,implemented,,,,,,,,,,,,,,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955
IL,2000,traffickingprohibitedh,implemented,,,,,,,,,,,,,,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955
IL,2005,gunshow,implemented,,,,,,,,,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955,,,,,
IL,2005,gunshowh,implemented,,,,,,,,,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955,,,,,
IL,2006,lockd,implemented,,,,,,,,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955,,,,,,
IL,2010,exparte,implemented,,,,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955,,,,,,,,,,
IL,2010,expartedating,implemented,,,,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955,,,,,,,,,,
IL,2010,expartesurrender,implemented,,,,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955,,,,,,,,,,
IL,2010,expartesurrenderdating,implemented,,,,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955,,,,,,,,,,
IL,2010,expartesurrendernoconditions,implemented,,,,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955,,,,,,,,,,
IL,2013,invoutpatient,implemented,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955,,,,,,,,,,,,,
IL,2013,loststolen,implemented,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955,,,,,,,,,,,,,
IL,2013,mayissue,removal,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955,,,,,,,,,,,,,
IL,2013,mcdvsurrender,implemented,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955,,,,,,,,,,,,,
IL,2013,mcdvsurrenderdating,implemented,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955,,,,,,,,,,,,,
IL,2013,opencarryh,removal,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955,,,,,,,,,,,,,
IL,2013,preemption,removal,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955,,,,,,,,,,,,,
IL,2013,preemptionnarrow,removal,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955,,,,,,,,,,,,,
IL,2013,relinquishment,implemented,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955,,,,,,,,,,,,,
IL,2013,showing,removal,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955,,,,,,,,,,,,,
IN,2001,immunity,removal,,,,,,,,,,,,,,,1822,1484,1665,1599,1415,1511,1584,701,1719,1735,1723,514,1662,2103,2024,2438,2790,3233,
IN,2003,mcdv,implemented,,,,,,,,,,,,,1822,1484,1665,1599,1415,1511,1584,701,1719,1735,1723,514,1662,2103,2024,2438,2790,3233,,,
IN,2006,gvrolawenforcement,implemented,,,,,,,,,,1822,1484,1665,1599,1415,1511,1584,701,1719,1735,1723,514,1662,2103,2024,2438,2790,3233,,,,,,
IN,2006,nosyg,removal,,,,,,,,,,1822,1484,1665,1599,1415,1511,1584,701,1719,1735,1723,514,1662,2103,2024,2438,2790,3233,,,,,,
IN,2014,traffickingprohibitedh,implemented,,1822,1484,1665,1599,1415,1511,1584,701,1719,1735,1723,514,1662,2103,2024,2438,2790,3233,,,,,,,,,,,,,,
IN,2016,mcdvdating,implemented,1484,1665,1599,1415,1511,1584,701,1719,1735,1723,514,1662,2103,2024,2438,2790,3233,,,,,,,,,,,,,,,,
KS,2002,immunity,removal,,,,,,,,,,,,,,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223,,
KS,2005,preemption,removal,,,,,,,,,,,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223,,,,,
KS,2005,preemptionbroad,removal,,,,,,,,,,,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223,,,,,
KS,2005,preemptionnarrow,removal,,,,,,,,,,,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223,,,,,
KS,2006,alctreatment,implemented,,,,,,,,,,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223,,,,,,
KS,2006,nosyg,removal,,,,,,,,,,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223,,,,,,
KS,2007,ccbackgroundnics,removal,,,,,,,,,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223,,,,,,,
KS,2007,ccrenewbackground,removal,,,,,,,,,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223,,,,,,,
KS,2007,mayissue,removal,,,,,,,,,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223,,,,,,,
KS,2007,showing,removal,,,,,,,,,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223,,,,,,,
KS,2008,stalking,removal,,,,,,,,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223,,,,,,,,
KS,2010,ccrenewbackground,implemented,,,,,,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223,,,,,,,,,,
KS,2010,danger,implemented,,,,,,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223,,,,,,,,,,
KS,2010,elementary,removal,,,,,,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223,,,,,,,,,,
KS,2010,invcommitment,implemented,,,,,,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223,,,,,,,,,,
KS,2015,ccbackground,removal,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223,,,,,,,,,,,,,,,
KS,2015,ccrenewbackground,removal,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223,,,,,,,,,,,,,,,
KS,2015,ccrevoke,removal,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223,,,,,,,,,,,,,,,
KS,2015,permitconcealed,removal,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223,,,,,,,,,,,,,,,
KY,2006,ccbackgroundnics,implemented,,,,,,,,,,818,592,524,605,491,580,1063,1070,1152,1224,1017,1060,1067,1021,912,1063,1289,1714,,,,,,
KY,2006,ccrenewbackground,implemented,,,,,,,,,,818,592,524,605,491,580,1063,1070,1152,1224,1017,1060,1067,1021,912,1063,1289,1714,,,,,,
KY,2006,nosyg,removal,,,,,,,,,,818,592,524,605,491,580,1063,1070,1152,1224,1017,1060,1067,1021,912,1063,1289,1714,,,,,,
LO,2006,nosyg,removal,,,,,,,,,,4679,4250,5104,4879,4704,4445,3460,4797,4760,4335,4308,3501,3938,2737,3847,3864,4556,5284,,,,,,
LO,2014,ccbackgroundnics,implemented,,4679,4250,5104,4879,4704,4445,3460,4797,4760,4335,4308,3501,3938,2737,3847,3864,4556,5284,,,,,,,,,,,,,,
LO,2014,dvro,implemented,,4679,4250,5104,4879,4704,4445,3460,4797,4760,4335,4308,3501,3938,2737,3847,3864,4556,5284,,,,,,,,,,,,,,
LO,2014,dvrodating,implemented,,4679,4250,5104,4879,4704,4445,3460,4797,4760,4335,4308,3501,3938,2737,3847,3864,4556,5284,,,,,,,,,,,,,,
LO,2014,mcdv,implemented,,4679,4250,5104,4879,4704,4445,3460,4797,4760,4335,4308,3501,3938,2737,3847,3864,4556,5284,,,,,,,,,,,,,,
MD,2000,lockd,implemented,,,,,,,,,,,,,,,,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474
MD,2000,microstamp,implemented,,,,,,,,,,,,,,,,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474
MD,2000,personalized,implemented,,,,,,,,,,,,,,,,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474
MD,2002,training,implemented,,,,,,,,,,,,,,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474,,
MD,2003,defactoregh,implemented,,,,,,,,,,,,,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474,,,
MD,2003,strawpurchaseh,implemented,,,,,,,,,,,,,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474,,,
MD,2009,dvrosurrender,implemented,,,,,,,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474,,,,,,,,,
MD,2009,dvrosurrendernoconditions,implemented,,,,,,,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474,,,,,,,,,
MD,2011,violent,implemented,,,,,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474,,,,,,,,,,,
MD,2013,ammrestrict,implemented,,,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474,,,,,,,,,,,,,
MD,2013,assault,implemented,,,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474,,,,,,,,,,,,,
MD,2013,assaultlist,implemented,,,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474,,,,,,,,,,,,,
MD,2013,assaulttransfer,implemented,,,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474,,,,,,,,,,,,,
MD,2013,fingerprint,implemented,,,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474,,,,,,,,,,,,,
MD,2013,tenroundlimit,implemented,,,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474,,,,,,,,,,,,,
MD,2015,dvrodating,implemented,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474,,,,,,,,,,,,,,,
MD,2015,dvrosurrenderdating,implemented,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474,,,,,,,,,,,,,,,
MD,2015,microstamp,removal,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474,,,,,,,,,,,,,,,
ME,2008,danger,implemented,,,,,,,,22,29,22,17,30,35,32,46,44,59,32,48,60,73,39,58,53,74,,,,,,,,
ME,2008,invcommitment,implemented,,,,,,,,22,29,22,17,30,35,32,46,44,59,32,48,60,73,39,58,53,74,,,,,,,,
ME,2015,ccrevoke,removal,22,29,22,17,30,35,32,46,44,59,32,48,60,73,39,58,53,74,,,,,,,,,,,,,,,
ME,2015,mcdv,implemented,22,29,22,17,30,35,32,46,44,59,32,48,60,73,39,58,53,74,,,,,,,,,,,,,,,
ME,2015,mcdvdating,implemented,22,29,22,17,30,35,32,46,44,59,32,48,60,73,39,58,53,74,,,,,,,,,,,,,,,
ME,2015,permitconcealed,removal,22,29,22,17,30,35,32,46,44,59,32,48,60,73,39,58,53,74,,,,,,,,,,,,,,,
MI,2000,immunity,removal,,,,,,,,,,,,,,,,7938,7547,6343,7048,7219,7099,8839,9181,8627,7918,8251,8231,7679,8407,7658,7435,6695,8401
MI,2000,lockd,implemented,,,,,,,,,,,,,,,,7938,7547,6343,7048,7219,7099,8839,9181,8627,7918,8251,8231,7679,8407,7658,7435,6695,8401
MI,2001,ccbackgroundnics,removal,,,,,,,,,,,,,,,7938,7547,6343,7048,7219,7099,8839,9181,8627,7918,8251,8231,7679,8407,7658,7435,6695,8401,
MI,2001,elementary,implemented,,,,,,,,,,,,,,,7938,7547,6343,7048,7219,7099,8839,9181,8627,7918,8251,8231,7679,8407,7658,7435,6695,8401,
MI,2001,mayissue,removal,,,,,,,,,,,,,,,7938,7547,6343,7048,7219,7099,8839,9181,8627,7918,8251,8231,7679,8407,7658,7435,6695,8401,
MI,2001,showing,removal,,,,,,,,,,,,,,,7938,7547,6343,7048,7219,7099,8839,9181,8627,7918,8251,8231,7679,8407,7658,7435,6695,8401,
MI,2006,nosyg,removal,,,,,,,,,,7938,7547,6343,7048,7219,7099,8839,9181,8627,7918,8251,8231,7679,8407,7658,7435,6695,8401,,,,,,
MI,2012,permith,removal,,,,7938,7547,6343,7048,7219,7099,8839,9181,8627,7918,8251,8231,7679,8407,7658,7435,6695,8401,,,,,,,,,,,,
MI,2012,permitlaw,removal,,,,7938,7547,6343,7048,7219,7099,8839,9181,8627,7918,8251,8231,7679,8407,7658,7435,6695,8401,,,,,,,,,,,,
MI,2012,training,removal,,,,7938,7547,6343,7048,7219,7099,8839,9181,8627,7918,8251,8231,7679,8407,7658,7435,6695,8401,,,,,,,,,,,,
MI,2015,ccbackgroundnics,implemented,7938,7547,6343,7048,7219,7099,8839,9181,8627,7918,8251,8231,7679,8407,7658,7435,6695,8401,,,,,,,,,,,,,,,
MN,2003,ccbackgroundnics,implemented,,,,,,,,,,,,,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,1635,,,
MN,2003,mayissue,removal,,,,,,,,,,,,,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,1635,,,
MN,2003,showing,removal,,,,,,,,,,,,,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,1635,,,
MN,2014,dvro,implemented,,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,1635,,,,,,,,,,,,,,
MN,2014,dvrodating,implemented,,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,1635,,,,,,,,,,,,,,
MN,2014,dvroremoval,implemented,,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,1635,,,,,,,,,,,,,,
MN,2014,dvrosurrender,implemented,,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,1635,,,,,,,,,,,,,,
MN,2014,dvrosurrenderdating,implemented,,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,1635,,,,,,,,,,,,,,
MN,2014,dvrosurrendernoconditions,implemented,,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,1635,,,,,,,,,,,,,,
MN,2014,mcdvremovalallowed,implemented,,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,1635,,,,,,,,,,,,,,
MN,2014,mcdvremovalrequired,implemented,,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,1635,,,,,,,,,,,,,,
