State,Year,LawName,Switching,Assaults_-16,Assaults_-15,Assaults_-14,Assaults_-13,Assaults_-12,Assaults_-11,Assaults_-10,Assaults_-9,Assaults_-8,Assaults_-7,Assaults_-6,Assaults_-5,Assaults_-4,Assaults_-3,Assaults_-2,Assaults_-1,Assaults_0,Assaults_1,Assaults_2,Assaults_3,Assaults_4,Assaults_5,Assaults_6,Assaults_7,Assaults_8,Assaults_9,Assaults_10,Assaults_11,Assaults_12,Assaults_13,Assaults_14,Assaults_15,Assaults_16
MN,2015,traffickingprohibited,implemented,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,1635,,,,,,,,,,,,,,,
MN,2015,traffickingprohibitedh,implemented,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,1635,,,,,,,,,,,,,,,
MO,2003,ccbackground,removal,,,,,,,,,,,,,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914,,,
MO,2003,ccbackgroundnics,removal,,,,,,,,,,,,,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914,,,
MO,2003,immunity,removal,,,,,,,,,,,,,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914,,,
MO,2003,mayissue,removal,,,,,,,,,,,,,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914,,,
MO,2003,showing,removal,,,,,,,,,,,,,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914,,,
MO,2007,age21handgunsale,removal,,,,,,,,,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914,,,,,,,
MO,2007,backgroundpurge,removal,,,,,,,,,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914,,,,,,,
MO,2007,permith,removal,,,,,,,,,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914,,,,,,,
MO,2007,permitlaw,removal,,,,,,,,,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914,,,,,,,
MO,2007,threedaylimit,removal,,,,,,,,,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914,,,,,,,
MO,2007,universalpermith,removal,,,,,,,,,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914,,,,,,,
MO,2008,ccbackground,implemented,,,,,,,,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914,,,,,,,,
MO,2008,felony,implemented,,,,,,,,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914,,,,,,,,
MO,2014,ccbackgroundnics,implemented,,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914,,,,,,,,,,,,,,
MO,2014,elementary,removal,,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914,,,,,,,,,,,,,,
MO,2016,nosyg,removal,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914,,,,,,,,,,,,,,,,
MS,2003,immunity,removal,,,,,,,,,,,,,963,557,816,814,689,867,779,910,792,860,822,888,956,764,771,785,767,902,,,
MS,2006,nosyg,removal,,,,,,,,,,963,557,816,814,689,867,779,910,792,860,822,888,956,764,771,785,767,902,,,,,,
MS,2011,collegeconcealed,removal,,,,,963,557,816,814,689,867,779,910,792,860,822,888,956,764,771,785,767,902,,,,,,,,,,,
MS,2011,elementary,removal,,,,,963,557,816,814,689,867,779,910,792,860,822,888,956,764,771,785,767,902,,,,,,,,,,,
MS,2013,opencarrypermith,removal,,,963,557,816,814,689,867,779,910,792,860,822,888,956,764,771,785,767,902,,,,,,,,,,,,,
MS,2015,ccbackground,removal,963,557,816,814,689,867,779,910,792,860,822,888,956,764,771,785,767,902,,,,,,,,,,,,,,,
MS,2015,ccrevoke,removal,963,557,816,814,689,867,779,910,792,860,822,888,956,764,771,785,767,902,,,,,,,,,,,,,,,
MS,2015,permitconcealed,removal,963,557,816,814,689,867,779,910,792,860,822,888,956,764,771,785,767,902,,,,,,,,,,,,,,,
MT,2009,nosyg,removal,,,,,,,93,85,230,230,300,179,270,215,299,264,297,278,269,280,240,322,425,477,,,,,,,,,
NC,2002,immunity,removal,,,,,,,,,,,,,,6340,5966,6023,5861,5586,4204,6628,6804,6060,6658,6110,5677,5843,7186,6127,7220,7582,6878,,
NC,2003,dvro,implemented,,,,,,,,,,,,,6340,5966,6023,5861,5586,4204,6628,6804,6060,6658,6110,5677,5843,7186,6127,7220,7582,6878,,,
NC,2003,dvrodating,implemented,,,,,,,,,,,,,6340,5966,6023,5861,5586,4204,6628,6804,6060,6658,6110,5677,5843,7186,6127,7220,7582,6878,,,
NC,2003,dvrosurrender,implemented,,,,,,,,,,,,,6340,5966,6023,5861,5586,4204,6628,6804,6060,6658,6110,5677,5843,7186,6127,7220,7582,6878,,,
NC,2003,dvrosurrenderdating,implemented,,,,,,,,,,,,,6340,5966,6023,5861,5586,4204,6628,6804,6060,6658,6110,5677,5843,7186,6127,7220,7582,6878,,,
NC,2003,dvrosurrendernoconditions,implemented,,,,,,,,,,,,,6340,5966,6023,5861,5586,4204,6628,6804,6060,6658,6110,5677,5843,7186,6127,7220,7582,6878,,,
NC,2003,exparte,implemented,,,,,,,,,,,,,6340,5966,6023,5861,5586,4204,6628,6804,6060,6658,6110,5677,5843,7186,6127,7220,7582,6878,,,
NC,2003,expartedating,implemented,,,,,,,,,,,,,6340,5966,6023,5861,5586,4204,6628,6804,6060,6658,6110,5677,5843,7186,6127,7220,7582,6878,,,
NC,2003,expartesurrender,implemented,,,,,,,,,,,,,6340,5966,6023,5861,5586,4204,6628,6804,6060,6658,6110,5677,5843,7186,6127,7220,7582,6878,,,
NC,2003,expartesurrenderdating,implemented,,,,,,,,,,,,,6340,5966,6023,5861,5586,4204,6628,6804,6060,6658,6110,5677,5843,7186,6127,7220,7582,6878,,,
NC,2003,expartesurrendernoconditions,implemented,,,,,,,,,,,,,6340,5966,6023,5861,5586,4204,6628,6804,6060,6658,6110,5677,5843,7186,6127,7220,7582,6878,,,
NC,2006,ccbackgroundnics,implemented,,,,,,,,,,6340,5966,6023,5861,5586,4204,6628,6804,6060,6658,6110,5677,5843,7186,6127,7220,7582,6878,,,,,,
NC,2011,nosyg,removal,,,,,6340,5966,6023,5861,5586,4204,6628,6804,6060,6658,6110,5677,5843,7186,6127,7220,7582,6878,,,,,,,,,,,
NC,2013,ccrevoke,implemented,,,6340,5966,6023,5861,5586,4204,6628,6804,6060,6658,6110,5677,5843,7186,6127,7220,7582,6878,,,,,,,,,,,,,
ND,2001,immunity,removal,,,,,,,,,,,,,,,6,4,12,8,9,11,18,13,14,15,12,21,31,20,30,46,49,60,
ND,2011,alctreatment,implemented,,,,,6,4,12,8,9,11,18,13,14,15,12,21,31,20,30,46,49,60,,,,,,,,,,,
ND,2013,ccbackgroundnics,implemented,,,6,4,12,8,9,11,18,13,14,15,12,21,31,20,30,46,49,60,,,,,,,,,,,,,
NE,2004,incidentremoval,implemented,,,,,,,,,,,,822,734,541,507,471,503,451,455,494,499,490,531,568,632,635,550,659,763,,,,
NE,2007,mayissue,removal,,,,,,,,,822,734,541,507,471,503,451,455,494,499,490,531,568,632,635,550,659,763,,,,,,,
NE,2007,showing,removal,,,,,,,,,822,734,541,507,471,503,451,455,494,499,490,531,568,632,635,550,659,763,,,,,,,
NE,2009,mcdv,implemented,,,,,,,822,734,541,507,471,503,451,455,494,499,490,531,568,632,635,550,659,763,,,,,,,,,
NE,2009,mcdvdating,implemented,,,,,,,822,734,541,507,471,503,451,455,494,499,490,531,568,632,635,550,659,763,,,,,,,,,
NE,2009,preemption,removal,,,,,,,822,734,541,507,471,503,451,455,494,499,490,531,568,632,635,550,659,763,,,,,,,,,
NH,2000,cap14,implemented,,,,,,,,,,,,,,,,20,87,77,87,87,106,112,140,130,167,191,202,171,177,217,227,267,302
NH,2000,cap16,implemented,,,,,,,,,,,,,,,,20,87,77,87,87,106,112,140,130,167,191,202,171,177,217,227,267,302
NH,2000,capuses,implemented,,,,,,,,,,,,,,,,20,87,77,87,87,106,112,140,130,167,191,202,171,177,217,227,267,302
NH,2000,dvro,implemented,,,,,,,,,,,,,,,,20,87,77,87,87,106,112,140,130,167,191,202,171,177,217,227,267,302
NH,2000,dvrodating,implemented,,,,,,,,,,,,,,,,20,87,77,87,87,106,112,140,130,167,191,202,171,177,217,227,267,302
NH,2000,dvrosurrender,implemented,,,,,,,,,,,,,,,,20,87,77,87,87,106,112,140,130,167,191,202,171,177,217,227,267,302
NH,2000,dvrosurrenderdating,implemented,,,,,,,,,,,,,,,,20,87,77,87,87,106,112,140,130,167,191,202,171,177,217,227,267,302
NH,2000,dvrosurrendernoconditions,implemented,,,,,,,,,,,,,,,,20,87,77,87,87,106,112,140,130,167,191,202,171,177,217,227,267,302
NH,2003,preemption,removal,,,,,,,,,,,,,20,87,77,87,87,106,112,140,130,167,191,202,171,177,217,227,267,302,,,
NH,2003,preemptionbroad,removal,,,,,,,,,,,,,20,87,77,87,87,106,112,140,130,167,191,202,171,177,217,227,267,302,,,
NH,2003,preemptionnarrow,removal,,,,,,,,,,,,,20,87,77,87,87,106,112,140,130,167,191,202,171,177,217,227,267,302,,,
NH,2004,immunity,removal,,,,,,,,,,,,20,87,77,87,87,106,112,140,130,167,191,202,171,177,217,227,267,302,,,,
NH,2011,nosyg,removal,,,,,20,87,77,87,87,106,112,140,130,167,191,202,171,177,217,227,267,302,,,,,,,,,,,
NJ,2000,lockd,implemented,,,,,,,,,,,,,,,,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,2101,2360,2329,2265,2080,1648,2196
NJ,2000,lockp,implemented,,,,,,,,,,,,,,,,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,2101,2360,2329,2265,2080,1648,2196
NJ,2001,age21handgunpossess,implemented,,,,,,,,,,,,,,,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,2101,2360,2329,2265,2080,1648,2196,
NJ,2001,age21handgunsale,implemented,,,,,,,,,,,,,,,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,2101,2360,2329,2265,2080,1648,2196,
NJ,2002,personalized,implemented,,,,,,,,,,,,,,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,2101,2360,2329,2265,2080,1648,2196,,
NJ,2004,dvro,implemented,,,,,,,,,,,,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,2101,2360,2329,2265,2080,1648,2196,,,,
NJ,2004,dvrodating,implemented,,,,,,,,,,,,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,2101,2360,2329,2265,2080,1648,2196,,,,
NJ,2004,incidentall,implemented,,,,,,,,,,,,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,2101,2360,2329,2265,2080,1648,2196,,,,
NJ,2004,incidentremoval,implemented,,,,,,,,,,,,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,2101,2360,2329,2265,2080,1648,2196,,,,
NJ,2004,mcdv,implemented,,,,,,,,,,,,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,2101,2360,2329,2265,2080,1648,2196,,,,
NJ,2004,mcdvdating,implemented,,,,,,,,,,,,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,2101,2360,2329,2265,2080,1648,2196,,,,
NJ,2008,amm21h,implemented,,,,,,,,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,2101,2360,2329,2265,2080,1648,2196,,,,,,,,
NJ,2008,ammrestrict,implemented,,,,,,,,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,2101,2360,2329,2265,2080,1648,2196,,,,,,,,
NJ,2008,loststolen,implemented,,,,,,,,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,2101,2360,2329,2265,2080,1648,2196,,,,,,,,
NJ,2010,onepermonth,implemented,,,,,,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,2101,2360,2329,2265,2080,1648,2196,,,,,,,,,,
NM,2001,ccbackground,removal,,,,,,,,,,,,,,,1803,1725,1645,1783,1434,1683,1639,1604,1531,1742,1596,1669,1755,1582,1361,1861,1996,2092,
NM,2001,ccbackgroundnics,removal,,,,,,,,,,,,,,,1803,1725,1645,1783,1434,1683,1639,1604,1531,1742,1596,1669,1755,1582,1361,1861,1996,2092,
NM,2001,ccrenewbackground,removal,,,,,,,,,,,,,,,1803,1725,1645,1783,1434,1683,1639,1604,1531,1742,1596,1669,1755,1582,1361,1861,1996,2092,
NM,2001,ccrevoke,removal,,,,,,,,,,,,,,,1803,1725,1645,1783,1434,1683,1639,1604,1531,1742,1596,1669,1755,1582,1361,1861,1996,2092,
NM,2001,mayissue,removal,,,,,,,,,,,,,,,1803,1725,1645,1783,1434,1683,1639,1604,1531,1742,1596,1669,1755,1582,1361,1861,1996,2092,
NM,2001,showing,removal,,,,,,,,,,,,,,,1803,1725,1645,1783,1434,1683,1639,1604,1531,1742,1596,1669,1755,1582,1361,1861,1996,2092,
NM,2003,college,implemented,,,,,,,,,,,,,1803,1725,1645,1783,1434,1683,1639,1604,1531,1742,1596,1669,1755,1582,1361,1861,1996,2092,,,
NM,2003,collegeconcealed,implemented,,,,,,,,,,,,,1803,1725,1645,1783,1434,1683,1639,1604,1531,1742,1596,1669,1755,1582,1361,1861,1996,2092,,,
NM,2004,ccbackground,implemented,,,,,,,,,,,,1803,1725,1645,1783,1434,1683,1639,1604,1531,1742,1596,1669,1755,1582,1361,1861,1996,2092,,,,
NM,2004,ccrenewbackground,implemented,,,,,,,,,,,,1803,1725,1645,1783,1434,1683,1639,1604,1531,1742,1596,1669,1755,1582,1361,1861,1996,2092,,,,
NM,2004,ccrevoke,implemented,,,,,,,,,,,,1803,1725,1645,1783,1434,1683,1639,1604,1531,1742,1596,1669,1755,1582,1361,1861,1996,2092,,,,
NV,2003,ammrestrict,implemented,,,,,,,,,,,,,756,757,835,1096,1586,1652,1763,2089,2233,1936,1707,1554,1301,1600,1666,1714,2090,2445,,,
NV,2003,invcommitment,implemented,,,,,,,,,,,,,756,757,835,1096,1586,1652,1763,2089,2233,1936,1707,1554,1301,1600,1666,1714,2090,2445,,,
NV,2003,invoutpatient,implemented,,,,,,,,,,,,,756,757,835,1096,1586,1652,1763,2089,2233,1936,1707,1554,1301,1600,1666,1714,2090,2445,,,
NV,2011,ccbackgroundnics,implemented,,,,,756,757,835,1096,1586,1652,1763,2089,2233,1936,1707,1554,1301,1600,1666,1714,2090,2445,,,,,,,,,,,
NV,2011,ccrenewbackground,implemented,,,,,756,757,835,1096,1586,1652,1763,2089,2233,1936,1707,1554,1301,1600,1666,1714,2090,2445,,,,,,,,,,,
NV,2011,nosyg,removal,,,,,756,757,835,1096,1586,1652,1763,2089,2233,1936,1707,1554,1301,1600,1666,1714,2090,2445,,,,,,,,,,,
NV,2015,danger,implemented,756,757,835,1096,1586,1652,1763,2089,2233,1936,1707,1554,1301,1600,1666,1714,2090,2445,,,,,,,,,,,,,,,
NV,2015,drugmisdemeanor,implemented,756,757,835,1096,1586,1652,1763,2089,2233,1936,1707,1554,1301,1600,1666,1714,2090,2445,,,,,,,,,,,,,,,
NV,2015,dvro,implemented,756,757,835,1096,1586,1652,1763,2089,2233,1936,1707,1554,1301,1600,1666,1714,2090,2445,,,,,,,,,,,,,,,
NV,2015,mcdv,implemented,756,757,835,1096,1586,1652,1763,2089,2233,1936,1707,1554,1301,1600,1666,1714,2090,2445,,,,,,,,,,,,,,,
NY,2000,age21handgunpossess,implemented,,,,,,,,,,,,,,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,2000,age21handgunsale,implemented,,,,,,,,,,,,,,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,2000,amm21h,implemented,,,,,,,,,,,,,,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,2000,assault,implemented,,,,,,,,,,,,,,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,2000,assaultlist,implemented,,,,,,,,,,,,,,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,2000,backgroundpurge,implemented,,,,,,,,,,,,,,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,2000,gunshow,implemented,,,,,,,,,,,,,,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,2000,gunshowh,implemented,,,,,,,,,,,,,,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,2000,lockd,implemented,,,,,,,,,,,,,,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,2000,lockstandards,implemented,,,,,,,,,,,,,,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,2000,loststolen,implemented,,,,,,,,,,,,,,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,2000,magazine,implemented,,,,,,,,,,,,,,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,2000,mentalhealth,implemented,,,,,,,,,,,,,,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,2000,personalized,implemented,,,,,,,,,,,,,,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,2000,tenroundlimit,implemented,,,,,,,,,,,,,,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,2000,traffickingprohibited,implemented,,,,,,,,,,,,,,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,2000,traffickingprohibitedh,implemented,,,,,,,,,,,,,,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,2001,microstamp,implemented,,,,,,,,,,,,,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943,
NY,2002,personalized,removal,,,,,,,,,,,,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943,,
NY,2008,dvrodating,implemented,,,,,,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943,,,,,,,,
NY,2008,dvrosurrenderdating,implemented,,,,,,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943,,,,,,,,
NY,2008,expartedating,implemented,,,,,,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943,,,,,,,,
NY,2008,expartesurrenderdating,implemented,,,,,,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943,,,,,,,,
NY,2012,microstamp,removal,,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943,,,,,,,,,,,,
NY,2013,assaultregister,implemented,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943,,,,,,,,,,,,,
NY,2013,assaulttransfer,implemented,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943,,,,,,,,,,,,,
NY,2013,magazinepreowned,implemented,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943,,,,,,,,,,,,,
NY,2013,onefeature,implemented,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943,,,,,,,,,,,,,
NY,2013,recordsallh,implemented,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943,,,,,,,,,,,,,
NY,2013,relinquishment,implemented,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943,,,,,,,,,,,,,
NY,2013,universal,implemented,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943,,,,,,,,,,,,,
NY,2013,universalh,implemented,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943,,,,,,,,,,,,,
NY,2013,universalpermit,implemented,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943,,,,,,,,,,,,,
NY,2014,mcdvsurrender,implemented,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943,,,,,,,,,,,,,,
NY,2014,mcdvsurrenderdating,implemented,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943,,,,,,,,,,,,,,
NY,2014,mcdvsurrendernoconditions,implemented,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943,,,,,,,,,,,,,,
OH,2001,immunity,removal,,,,,,,,,,,,,,,2327,2170,2717,3105,2041,3154,3223,3557,2697,3370,3510,3511,3688,3101,2897,3757,3897,5339,
OH,2004,ccbackgroundnics,removal,,,,,,,,,,,,2327,2170,2717,3105,2041,3154,3223,3557,2697,3370,3510,3511,3688,3101,2897,3757,3897,5339,,,,
OH,2004,danger,implemented,,,,,,,,,,,,2327,2170,2717,3105,2041,3154,3223,3557,2697,3370,3510,3511,3688,3101,2897,3757,3897,5339,,,,
